,index,tweet,mark
1308,5632,"Construction, drainage improvements on Atlantic City Expressway westbound from West of Exit 5 - US 9 (Egg Harbor Twp) to West of Exit 7 - Garden State Pkwy (Egg Harbor Twp) right and center lanes closed until 5:00 A.M. MOVE   ",0
1309,5634,Roadwork on Garden State Parkway Northbound at South of Exit 130B-A - US 1 (Woodbridge Twp) ramp closed until 6:00 A.M.   ,0
1310,5635,Roadwork on Garden State Parkway southbound North of Exit 127 - US 9/I-287/NJ 440 (Woodbridge Twp) to North of Exit 124 - Main St (Sayreville) 4 left lanes closed for repairs until 6:00 A.M.   ,0
1311,5636,Roadwork on New Jersey Turnpike Western Spur Northbound between Southern Mixing Bowl (Newark) and South of Northern Mixing Bowl (Ridgefield) all lanes closed until 4:00 A.M.   ,0
1312,5637,Roadwork on New Jersey Turnpike northbound Interchange 15W - I-280 (Kearny) ramp closed until 4:00 A.M.   ,0
1313,5638,"Roadwork, on New Jersey Turnpike northbound Interchange 15E - US 1&9 (Newark) ramp closed until 4:00 A.M.   ",0
1314,5639,"Roadwork, roadwork on New Jersey Turnpike northbound Interchange 15E - US 1&9 (Newark) ramp closed until 4:00 A.M.   ",0
1315,5640,Roadwork on New Jersey Turnpike - Western Spur northbound Interchange 15E - US 1&9 (Newark) ramp closed until 4:00 A.M.   ,0
1316,5642,"Construction, scheduled roadwork on Garden State Parkway southbound North of Exit 127 - US 9/I-287/NJ 440 (Woodbridge Twp) to North of Exit 124 - Main St (Sayreville) until 10:00 A.M. up to 3 to 4 lanes closed   ",0
1317,5643,"Construction, milling on I-676 southbound South of Exit 5 - CR 537 (Camden) left and center lanes closed until 5:00 A.M.   ",0
1318,5644,"Construction, moving operation on I-287 southbound between Exit 47 - US 202 (Montville Twp) and Exit 41 - I-80 (Parsippany-Troy Hills Twp) various lanes closed for repairs until 6:00 A.M.   ",0
1319,5645,"Construction, barrier repairs on I-195 both directions West of Exit 5 - US 130 (Hamilton Twp) to East of Exit 5 - US 130 (Hamilton Twp) 1 lane closed until 5:00 A.M.   ",0
1320,5646,"Construction, barrier repairs on I-195 both directions West of Exit 5 - US 130 (Hamilton Twp) to East of Exit 5 - US 130 (Hamilton Twp) 1 lane closed until 5:00 A.M.   ",0
1321,5647,"Construction, construction on I-287 both directions between Exit 35 - NJ 124 (Morristown) and Exit 42 - US 46 (Parsippany-Troy Hills Twp) right lane closed for repairs until 6:00 A.M.   ",0
1322,5648,"Construction, construction on I-195 eastbound West of Exit 11 - CR 524 (Upper Freehold Twp) left lane closed until 5:00 A.M.   ",0
1323,5649,"Construction, bridge maintenance operations on I-78 both directions between Exit 57 - US 1&9/NJ 21 (Newark) and Exit 58 - US 1&9/E. Port St (Newark) 1 to 2 lanes closed for repairs until 6:00 A.M.   ",0
1324,5650,"Construction, roadwork on I-195 both directions from Exit 22 - CR 638 (Jackson Twp) to East of Exit 22 - CR 638 (Jackson Twp) left lane closed until 5:00 A.M.   ",0
1325,5651,"Construction, paving operations on NJ 24 both directions I-287 (Hanover Twp) to I-78 (Springfield Twp) right lane closed for repairs until 6:00 A.M. ,UTFC   ",0
1326,5652,"Construction, drainage improvements on US 130 northbound at Hankins Rd (Robbinsville) 1 lane closed until 6:00 A.M.   ",0
1327,5655,"Construction, roadwork on I-295 northbound South of Exit 60 - I-195/NJ 129 (Hamilton Twp) to South of Exit 67 - US 1 (Lawrence Twp) 1 to 2 lanes closed until 5:30 A.M.   ",0
1328,5656,"Construction, roadwork on I-295 both directions south of Exit 73 - Scotch Rd (Ewing Twp) to north of Exit 75 - CR 579/Bear Tavern Rd (Ewing Twp) 1 to 2 lanes closed until 6:00 A.M.   ",0
1329,5657,"Construction, construction on I-295 both directions between North of Exit 40 - NJ 38 (Mount Laurel Twp) and South of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) 1 to 2 lanes closed until 5:00 A.M. use caution   ",0
1330,5658,"Construction, paving operations on US 206 both directions from CR 622/North Olden Ave (Trenton) to CR 604/Elm Rd (Princeton Twp) alternate lanes closed intermittently until 6:00 A.M.   ",0
1331,5659,Roadwork on New Jersey Turnpike - Hudson County Extension Westbound between East of Newark Bay Bridge (Bayonne) and Interchange 14 - I-78 (Newark) 1 left lane closed until 5:00 A.M.   ,0
1332,5660,Roadwork on New Jersey Turnpike - Hudson County Extension Eastbound near West of Interchange 14B - Liberty State Park (Jersey City) 1 right lane closed until 5:00 A.M.   ,0
1333,5662,Roadwork on New Jersey Turnpike - Hudson County Extension Eastbound near West of Interchange 14B - Liberty State Park (Jersey City) 1 right lane closed until 5:00 A.M.   ,0
1334,5667,Crash on US 1 southbound Quaker Bridge Rd (West Windsor Twp) 2 right lanes closed 10-15 minute delay   ,0
1335,5668,Crash on I-295 southbound Exit 65 - CR 649/Sloan Ave (Hamilton Twp) partial ramp closure use caution   ,0
1336,5669,Crash on US 1 southbound Quaker Bridge Rd (West Windsor Twp) all lanes closed 10-15 minute delay   ,0
1337,5670,"Construction, bridge painting on Atlantic City Expressway eastbound East of Exit 38 - CR 536 (Winslow Twp) left lane closed until 5:00 A.M. MOVE OVER FOR HIGHWAY WORKERS   ",0
1338,5671,Roadwork on Garden State Parkway Northbound near South of Exit 130B-A - US 1 (Woodbridge Twp) 1 right lane closed until 6:00 A.M.   ,0
1339,5674,Crash on I-295 southbound Exit 65 - CR 649/Sloan Ave (Hamilton Twp) partial ramp closure use caution   ,0
1340,5675,Crash on I-295 southbound Exit 65 - CR 649/Sloan Ave (Hamilton Twp) ramp closed use caution   ,0
1341,5678,Roadwork on Garden State Parkway Northbound between South of Exit 143C - NJ 124 (Irvington Twp) and South of Exit 145 - I-280 (East Orange) 1 right lane closed until 6:00 A.M.   ,0
1342,5679,Roadwork on Garden State Parkway Northbound between South of Exit 156 - US 46 (Clifton) and North of Exit 157 - US 46 (Elmwood Park) 1 right lane closed until 6:00 A.M.   ,0
1343,5732,Disabled vehicle on I-295 southbound North of Exit 57 - US 130 (Bordentown Twp) left lane closed 5-10 minute delay   ,0
1344,5738,Vehicle fire on I-295 southbound South of Exit 52 - Columbus Rd (Florence Twp) 1 lane closed 10-15 minute delay use caution   ,0
1345,5739,Disabled vehicle on I-295 southbound North of Exit 57 - US 130 (Bordentown Twp) left lane closed 5-10 minute delay   ,0
1346,5740,Disabled vehicle on I-295 southbound North of Exit 57 - US 130 (Bordentown Twp) 1 lane closed   ,0
1347,5742,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 6:00 A.M. use caution   ",0
1348,5743,"Construction, construction on I-295 southbound from Delaware River/Scudder Falls Bridge (Ewing Twp) to Exit 73 - Scotch Rd (Hopewell Twp) 1 lane closed until 6:00 A.M. use caution   ",0
1349,5802,Disabled vehicle on US 1 southbound North of I-295 (Lawrence Twp) left lane closed 10-15 minute delay use caution   ,0
1350,5806,Disabled vehicle on US 1 southbound North of I-295 (Lawrence Twp) left lane closed 10-15 minute delay use caution   ,0
1351,5819,Disabled vehicle on US 1 southbound North of I-295 (Lawrence Twp) left lane closed 10-15 minute delay use caution   ,0
1352,5835,Disabled vehicle on US 1 southbound North of I-295 (Lawrence Twp) left lane closed 10-15 minute delay use caution   ,0
1353,5840,Disabled vehicle on US 1 southbound North of I-295 (Lawrence Twp) left lane closed 10-15 minute delay use caution   ,0
1354,5863,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019   ",0
1355,5868,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019   ",0
1356,5869,"Construction, construction on NJ 29 both directions from West Upper Ferry Rd (Ewing Twp) to NJ 175/Scenic Dr (Ewing Twp) 1 lane closed until 11:59 P.M. on October 31, 2019   ",0
1357,5870,"Construction, construction on I-195 westbound approaching Exit 28 - US 9 (Howell Twp) right shoulder closed until 11:59 P.M. on October 31, 2019   ",0
1358,5874,"Construction, construction on NJ 175 northbound ramp to southbound I-295 (Ewing Twp) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020   ",0
1359,5875,"Construction, tree trimming on I-80 westbound ramp to Exit 52 - CR 613/Passaic Ave (Fairfield Twp) partial ramp closed until 11:59 P.M.   ",0
1360,5939,"Construction, bridge construction on George Washington Bridge westbound New York Side/Upper Level (Manhattan) to New Jersey Side/Upper Level (Fort Lee) right lane closed   ",0
1361,5943,Crash on Atlantic City Expressway eastbound at West of Atlantic City Convention Center/Eastern Terminus (Atlantic City) right lane closed MOVE OVER FOR EMERGENCY WORKERS   ,0
1362,5962,Crash on I-287 southbound Exit 12 - CR 623 (Franklin Twp) partial ramp closed   ,0
1363,5964,Roadwork on Garden State Parkway northbound exiting at Exit 136 - Stiles St (Cranford Twp) partial ramp closed until 3:00 P.M.   ,0
1364,5970,"Construction, traffic signal repairs on US 1 both directions between South of Washington Rd (West Windsor Twp) and North of Harrison St (West Windsor Twp) right shoulder closed until 3:00 P.M.   ",0
1365,5971,Roadwork on New Jersey Turnpike - Hudson County Extension Eastbound near East of Interchange 14C - Toll Plaza (Jersey City) 1 right lane closed until 3:00 P.M.   ,0
1366,5973,"Construction, tree trimming on I-295 northbound North of Exit 24 - NJ 45 (West Deptford Twp) ramp closed and detoured until 2:00 P.M.   ",0
1367,5974,"Construction, construction on I-287 northbound between Exit 22 - US 202 (Bedminster Twp) and Exit 35 - NJ 124 (Morristown) right shoulder closed for repairs until 6:00 P.M.   ",0
1368,5985,Crash on NJ 42 northbound South of Exit 14 - CR 753/Creek Rd (Runnemede) left shoulder closed 15-20 minute delay use caution   ,0
1369,5987,"Construction, bridge construction on George Washington Bridge westbound from Lower Trans Manhattan Expressway (Manhattan) to New York Side/Lower Level (Manhattan) left lane closed until 2:30 P.M.   ",0
1370,5988,"Construction, bridge construction on George Washington Bridge westbound New York Side/Lower Level (Manhattan) to New Jersey Side/Lower Level (Fort Lee) right lane closed until 2:30 P.M.   ",0
1371,5989,"Construction, crack sealing on Atlantic City Expressway westbound between East of Exit 28 - NJ 54 (Hammonton) and Exit 28 - NJ 54 (Hammonton) left and center lanes closed until 2:30 P.M. MOVE OVER FOR HIGHWAY WORKERS   ",0
1372,5990,"Construction, bridge work on NJ 55 southbound North of Exit 43 - Broad St/Little Mill Rd (Elk Twp) to North of Exit 35 - CR 674/Garden Rd (Vineland) right lane closed until 3:00 P.M.   ",0
1373,5993,"Construction, drainage improvements on NJ 55 southbound South of Exit 50 - US 322 (Harrison Twp) to North of Exit 48 - Ellis Mill Rd (Glassboro) right shoulder closed until 2:30 P.M.   ",0
1374,5995,"Construction, moving operation on I-80 both directions West of Exit 62 - Garden State Parkway (Elmwood Park) to East of Exit 68 - New Jersey Turnpike/I-95 (Teaneck Twp) left lane closed for repairs until 2:30 P.M.   ",0
1375,5996,"Construction, bridge work on I-295 northbound ramp to northbound Exit 67 - US 1 (Lawrence Twp) partial ramp closure until 3:30 P.M.   ",0
1376,5997,"Construction, utility work on NJ 31 northbound North of I-295 (Hopewell Twp) right lane closed until 3:00 P.M.   ",0
1377,5998,"Construction, tree trimming on NJ 29 both directions North of Fiddlers Creek Rd (Hopewell Twp) to South of Road to Quarry (Hopewell Twp) alternate lanes closed intermittently until 3:00 P.M.   ",0
1378,6000,"Construction, bridge work on I-295 southbound north of Exit 67 - US 1 (Lawrence Twp) to South of Exit 67 - US 1 (Lawrence Twp) right lane closed until 3:30 P.M.   ",0
1379,6001,"Construction, drainage improvements on NJ 31 both directions South of CR 653/Calhoun St (Trenton) to South of I-295 (Ewing Twp) right lane closed until 3:30 P.M.   ",0
1380,6005,Roadwork on New Jersey Turnpike - Pennsylvania Ext. Westbound near East of US 130 (Florence Twp) 1 right lane closed until 3:00 P.M.   ,0
1381,6008,Roadwork on New Jersey Turnpike - Hudson County Extension Westbound at East of Interchange 14 - I-78 (Newark) partial ramp closure until 2:00 P.M.   ,0
1382,6013,"Construction, tree trimming on Atlantic City Expressway eastbound between East of Exit 38 - CR 536 (Winslow Twp) left shoulder closed until 11:30 A.M. MOVE OVER FOR HIGHWAY WORKERS   ",0
1383,6058,Crash on I-280 westbound approaching Exit 15 - NJ 21 (Newark) right lane closed 5-10 minute delay   ,0
1384,6072,Disabled vehicle on I-280 westbound approaching Exit 15 - NJ 21 (Newark) right lane closed 5-10 minute delay   ,0
1385,6075,Roadwork on New Jersey Turnpike Southbound near North of Delaware Memorial Bridge (Carneys Point Twp) 1 left lane closed until 5:00 P.M.   ,0
1386,6077,"Roadwork, roadwork on Garden State Parkway northbound North of Exit 4B - NJ 47 North (Middle Twp) to North of Exit 6 - NJ 147 (Middle Twp) left lane closed until 3:00 P.M.   ",0
1387,6080,Roadwork on Garden State Parkway southbound North of Exit 6 - NJ 147 (Middle Twp) to Exit 6 - NJ 147 (Middle Twp) left lane closed until 3:00 P.M.   ,0
1388,6120,Roadwork on Garden State Parkway Northbound between South of Great Egg Toll Plaza (Upper Twp) and North of Exit 29 - US 9 (Somers Point) 1 left lane closed until 3:00 P.M.   ,0
1389,6122,Disabled vehicle on I-295 southbound South of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) deceleration lane closed 5-10 minute delay use caution   ,0
1390,6134,Crash on I-295 northbound North of Exit 32 - CR 561/Haddonfield Berlin Rd (Cherry Hill Twp) left shoulder closed use caution   ,0
1391,6141,Disabled vehicle on I-280 westbound East of Exit 15 - NJ 21 (Newark) right lane closed 5-10 minute delay   ,0
1392,6142,Disabled vehicle on I-280 westbound East of Exit 15 - NJ 21 (Newark) right lane closed   ,0
1393,6144,"Construction, curb work on I-80 westbound between Exit 68 - New Jersey Turnpike/I-95 (Teaneck Twp) and Exit 64 - Summit Ave/NJ 17 (Hackensack) right shoulder closed for repairs until 3:00 P.M.   ",0
1394,6146,"Construction, roadwork on I-295 southbound south of Exit 71 - Federal City Rd (Lawrence Twp) right shoulder closed until 3:00 P.M.   ",0
1395,6187,"TRAFFIC ADVISORY: Two right lanes will be closed on DE bound span today, (Thurs. 10/24) from 9am to 3pm for bridge work. Please allow for extra travel time & please obey posted speed limits thru work area. tjm  ",0
1396,6190,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 4:00 P.M. use caution   ",0
1397,6193,Crash with Injuries on I-78 express lanes westbound Exit 56 - Elizabeth Ave (Newark) right shoulder closed   ,0
1398,6198,Roadwork on Garden State Parkway Southbound between South of Exit 129 - New Jersey Turnpike (Woodbridge Twp) and North of Exit 124 - Main St (Sayreville) 4 left lanes closed until 8:00 A.M.   ,0
1399,6199,Roadwork on Garden State Parkway Southbound between South of Exit 129 - New Jersey Turnpike (Woodbridge Twp) and North of Exit 124 - Main St (Sayreville) 4 left lanes closed until 6:00 A.M.   ,0
1400,6201,"Construction, milling on I-676 southbound South of Exit 5 - CR 537 (Camden) right and center lanes closed until 6:00 A.M.   ",0
1401,6202,"Construction, milling on I-676 southbound South of Exit 5 - CR 537 (Camden) right and center lanes closed until 5:00 A.M.   ",0
1402,6204,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019   ",0
1403,6207,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019   ",0
1404,6208,"Construction, construction on NJ 175 northbound ramp to southbound I-295 (Ewing Twp) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020   ",0
1405,6209,"Construction, construction on NJ 29 both directions from West Upper Ferry Rd (Ewing Twp) to NJ 175/Scenic Dr (Ewing Twp) 1 lane closed until 11:59 P.M. on October 31, 2019   ",0
1406,6210,"Construction, construction on I-195 westbound approaching Exit 28 - US 9 (Howell Twp) right shoulder closed until 11:59 P.M. on October 31, 2019   ",0
1407,6215,"Long term road construction, longterm construction on New Jersey Turnpike southbound Richard Stockton Service Area (Hamilton Twp) will be closed until futher notice. No services will be available during renovation   ",0
1408,6216,"Long term road construction, longterm construction on New Jersey Turnpike southbound Richard Stockton Service Area (Hamilton Twp) will be closed until futher notice. No services will be available during renovation   ",0
1409,6219,"Construction, construction on New Jersey Turnpike - Western Spur southbound Interchange 16W - NJ 3 (East Rutherford) ramp from route 3 west closed to toll closed and detoured until 6:00 A.M. (WT RAMP)   ",0
1410,6220,"Construction, construction on New Jersey Turnpike - Western Spur southbound Interchange 16W - NJ 3 (East Rutherford) ramp from route 3 east to toll closed and detoured until 6:00 A.M. (ET RAMP)   ",0
1411,6225,"Construction, tunnel repairs on Holland Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Jersey City) 1 lane closed until 5:30 A.M.   ",0
1412,6228,Roadwork on Garden State Parkway Southbound between South of Exit 129 - New Jersey Turnpike (Woodbridge Twp) and North of Exit 124 - Main St (Sayreville) 4 left lanes closed until 6:00 A.M.   ,0
1413,6231,"Construction, bridge construction on George Washington Bridge eastbound Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) right and center lanes closed until 4:00 A.M.   ",0
1414,6232,"Construction, bridge construction on George Washington Bridge eastbound from Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) left and center lanes closed until 4:00 A.M.   ",0
1415,6233,"Construction, tunnel repairs on Lincoln Tunnel both directions New Jersey Side - Center Tube (Weehawken Twp) to New York Side - Center Tube (Manhattan) all lanes closed and detoured until 5:00 A.M.   ",0
1416,6234,"Construction, tunnel repairs on Holland Tunnel eastbound New Jersey Side - South Tube (Jersey City) to New York Side - South Tube (Manhattan) 1 lane closed until 5:00 A.M.   ",0
1417,6235,"Construction, bridge construction on George Washington Bridge eastbound from Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) left and center lanes closed until 4:00 P.M.   ",0
1418,6236,"Construction, bridge construction on George Washington Bridge eastbound from Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) ramp closed and detoured until 4:00 A.M.   ",0
1419,6237,"Construction, bridge construction on George Washington Bridge eastbound Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) right and center lanes closed until 4:00 P.M.   ",0
1420,6241,"Construction, construction on Goethals Bridge eastbound New Jersey Side (Elizabeth) to New York Side (Staten Island) left lane closed until 5:00 A.M.   ",0
1421,6242,Roadwork on Garden State Parkway northbound Exit 69 - CR 532/Waretown Rd (Ocean Twp) to South of Exit 74 - CR 614 (Lacey Twp) 2 Left Lanes closed for repairs until 5:00 A.M.   ,0
1422,6243,"Construction, construction on I-295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Twp) exit ramp closed and detoured until 6:00 A.M. follow detour   ",0
1423,6244,"Construction, construction on NJ 175 both directions between West Upper Ferry Rd (Ewing Twp) and NJ 29 (Ewing Twp) all lanes closed and detoured until 6:00 A.M. follow detour   ",0
1424,6245,"Construction, construction on I-295 southbound from north of Exit 67 - US 1 (Lawrence Twp) to South of Exit 67 - US 1 (Lawrence Twp) 2 left lanes closed until 6:00 A.M. use caution   ",0
1425,6246,"Construction, milling on I-78 express lanes westbound between Exit 57 - US 1&9/NJ 21 (Newark) and Exit 52 - Garden State Parkway (Union Twp) right lane and shoulder closed for repairs until 5:30 A.M.   ",0
1426,6247,"Roadwork, roadwork on New Jersey Turnpike - Western Spur southbound between Northern Mixing Bowl (Ridgefield) and Interchange 15W - I-280 (Kearny) all lanes closed   ",0
1427,6248,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) left lane closed until 5:00 A.M.   ",0
1428,6249,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 5:00 A.M.   ",0
1429,6250,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) right lane closed until 6:00 A.M.   ",0
1430,6251,"Construction, construction on I-76 eastbound ramp to northbound Exit 1B - I-295 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour   ",0
1431,6252,"Construction, bridge work on I-80 westbound East of Exit 12 - CR 521/Hope-Blairstown Rd (Frelinghuysen Twp) to Exit 12 - CR 521/Hope-Blairstown Rd (Hope Twp) right and center lanes closed for repairs until 5:00 A.M.   ",0
1432,6253,"Construction, roadwork on I-76 both directions West of Exit 1D - US 130 (Gloucester City) left lane closed until 5:00 A.M.   ",0
1433,6254,"Construction, bridge work on I-80 westbound Exit 65 - Green St (South Hackensack Twp) left lane closed for repairs until 4:30 A.M.   ",0
1434,6255,"Construction, construction on I-295 southbound from Exit 28 - NJ 168/Black Horse Pike (Bellmawr) to Exit 26S - NJ 42/I-76/I-676 (Bellmawr) 1 to 2 lanes closed until 5:00 A.M. use caution   ",0
1435,6256,"Construction, roadwork on US 1 both directions from Olden Ave (Trenton) to Whitehead Rd (Lawrence Twp) right lane closed intermittently until 6:00 A.M.   ",0
1436,6257,"Construction, construction on NJ 42 northbound ramp to northbound I-295 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour   ",0
1437,6258,"Construction, construction on I-295 southbound ramp to westbound Exit 26S - NJ 42/I-76/I-676 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour   ",0
1438,6259,"Construction, construction on US 1 southbound North of I-295 (Lawrence Twp) right lane closed until 6:00 A.M.   ",0
1439,6260,"Construction, construction on I-295 northbound ramp to westbound Exit 26N - I-76/I-676 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour   ",0
1440,6261,"Construction, utility work on NJ 27 both directions from South of CR 605/River Rd (Princeton Twp) to North of Harrison St (Princeton Twp) alternate lanes closed intermittently until 6:00 A.M.   ",0
1441,6262,"Construction, roadwork on NJ 42 northbound from Exit 13 - NJ 55 (Deptford Twp) to I-295 (Bellmawr) right lane closed until 5:00 A.M. use caution   ",0
1442,6263,"Construction, roadwork on I-295 both directions between North of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) and South of Exit 52 - Columbus Rd (Mansfield Twp) 1 to 2 lanes closed until 6:00 A.M. use caution   ",0
1443,6264,"Construction, bridge work on I-195 both directions East of Exit 16 - CR 537/Great Adventure (Jackson Twp) to East of Exit 21 - CR 527 (Jackson Twp) 1 lane may be closed until 4:00 A.M.   ",0
1444,6265,Roadwork on Garden State Parkway Southbound between South of Exit 129 - New Jersey Turnpike (Woodbridge Twp) and North of Exit 124 - Main St (Sayreville) 4 left lanes closed until 6:00 A.M.   ,0
1445,6266,Roadwork on Garden State Parkway Southbound between South of Exit 129 - New Jersey Turnpike (Woodbridge Twp) and North of Exit 124 - Main St (Sayreville) 4 left lanes closed until 6:00 A.M.   ,0
1446,6267,Roadwork on New Jersey Turnpike - Hudson County Extension Westbound between East of Newark Bay Bridge (Bayonne) and Interchange 14 - I-78 (Newark) 1 right lane closed until 5:00 A.M.   ,0
1447,6268,"Roadwork, roadwork on New Jersey Turnpike - Western Spur southbound between Northern Mixing Bowl (Ridgefield) and South of Interchange 15W - I-280 (Kearny) all lanes closed   ",0
1448,6269,Roadwork on New Jersey Turnpike Southbound between South of Northern Mixing Bowl (Ridgefield) and South of Interchange 15W - I-280 (Kearny) all lanes closed until 4:00 A.M.   ,0
1449,6270,Roadwork on New Jersey Turnpike - Hudson County Extension Eastbound near East of Interchange 14C - Toll Plaza (Jersey City) 1 right lane closed until 5:00 A.M.   ,0
1450,6271,Construction on New Jersey Turnpike - Hudson County Extension eastbound Interchange 14 - I-78 (Newark) to East of Newark Bay Bridge (Bayonne) right lane closed for repairs until 5:00 A.M.   ,0
1451,6276,"Construction, milling on I-676 southbound South of Exit 5 - CR 537 (Camden) right and center lanes closed until 5:00 A.M.   ",0
1452,6277,"Construction, construction on I-287 both directions between Exit 35 - NJ 124 (Morristown) and Exit 42 - US 46 (Parsippany-Troy Hills Twp) right lane closed for repairs until 6:00 A.M.   ",0
1453,6278,"Construction, construction on I-195 eastbound West of Exit 11 - CR 524 (Upper Freehold Twp) left lane closed until 5:00 A.M.   ",0
1454,6279,"Construction, bridge maintenance operations on I-78 both directions between Exit 57 - US 1&9/NJ 21 (Newark) and Exit 58 - US 1&9/E. Port St (Newark) 1 to 2 lanes closed for repairs until 6:00 A.M.   ",0
1455,6280,"Construction, paving operations on NJ 24 both directions I-287 (Hanover Twp) to I-78 (Springfield Twp) right lane closed for repairs until 6:00 A.M. ,UTFC   ",0
1456,6281,"Construction, barrier repairs on I-195 both directions West of Exit 5 - US 130 (Hamilton Twp) to East of Exit 5 - US 130 (Hamilton Twp) 1 lane closed until 5:00 A.M.   ",0
1457,6282,"Construction, roadwork on I-295 northbound from Exit 63 - NJ 33 (Hamilton Twp) to South of Exit 67 - US 1 (Lawrence Twp) 1 to 2 lanes closed until 5:30 A.M.   ",0
1458,6283,"Construction, barrier repairs on I-195 both directions West of Exit 5 - US 130 (Hamilton Twp) to East of Exit 5 - US 130 (Hamilton Twp) 1 lane closed until 5:00 A.M.   ",0
1459,6284,"Construction, drainage improvements on US 130 northbound at Hankins Rd (Robbinsville) 1 lane closed until 6:00 A.M.   ",0
1460,6285,"Construction, roadwork on I-195 both directions from Exit 22 - CR 638 (Jackson Twp) to East of Exit 22 - CR 638 (Jackson Twp) left lane closed until 5:00 A.M.   ",0
1461,6286,"Construction, scheduled roadwork on New Jersey Turnpike - Hudson County Extension eastbound Interchange 14 - I-78 (Newark) to West of Newark Bay Bridge (Newark) right lane closed until 5:00 A.M.   ",0
1462,6289,"Construction, roadwork on I-295 both directions south of Exit 73 - Scotch Rd (Ewing Twp) to north of Exit 75 - CR 579/Bear Tavern Rd (Ewing Twp) 1 to 2 lanes closed until 6:00 A.M.   ",0
1463,6290,"Construction, construction on I-295 both directions between North of Exit 40 - NJ 38 (Mount Laurel Twp) and South of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) 1 to 2 lanes closed until 5:00 A.M. use caution   ",0
1464,6291,"Construction, paving operations on US 206 both directions from CR 622/North Olden Ave (Trenton) to CR 604/Elm Rd (Princeton Twp) alternate lanes closed intermittently until 6:00 A.M.   ",0
1465,6320,NJDOT Traffic Advisory -- I-287 southbound lane closures before the New Jersey Turnpike for emergency bridge repairs. Read more: ,0
1466,6324,"UPDATE: Rt 35 SOUTHBOUND LANES REOPENED, RIGHT SHOULDER REMAINS CLOSED North of Rt 33 in Neptune due to a crash and downed pole and wires. Use caution, slow down and expect delays.",0
1467,6326,Stewart Mader shares four tips for a better trip during the Alexander Road closure in Princeton. Take the Dinky - it’s the best way to get to Princeton Junction & Back!  pic.twitter.com/gZzE6q8rz0,0
1468,6352,"I-287 southbound 2 right lanes of 5 lanes closed at New Jersey Turnpike in Edison for emergency construction. Use caution, slow down, and expect major delays during the evening commute",0
1469,6383,"UPDATE: Rt 35 NORTHBOUND LANES REOPENED, SOUTHBOUND LANES REMAIN CLOSED North of Rt 33 in Neptune due to a crash and downed pole and wires. Follow detour or plan alternate route.",0
1470,6390,Rt 35 all lanes are closed in both directions North of Rt 33 in Neptune due to a crash and downed pole and wires. Follow detour or plan alternate route.,0
1471,6402,"NJDOT Traffic Advisory -- Alexander Street/Road in Princeton and West Windsor to be closed and detoured starting TODAY, Wednesday, November 6 for concurrent Mercer County and NJDOT bridge projects. Read more: ",0
1472,6476,Bus Route No. 114 has resumed normal operations in North Plainfield following an earlier road closure on Mountain Ave btwn Somerset St and North Ave in North Plainfield.,0
1473,6494,UPDATE: Rt 15 SOUTHBOUND all lanes closed and detoured at Rt 206/CR 585 in Lafayette due to a crash investigation. Follow detour or plan alternate route,0
